customer_id,is_existing_customer,relationship_years,monthly_income,employment_type,years_in_job,existing_emi,monthly_expenses,credit_score,previous_default,number_of_past_loans,late_payments_count,loan_amount,loan_tenure_months,loan_type,dti_ratio,loan_status,loan_result
C1234,0,8,132845,Self-employed,8,40680,41834,671,0,1,0,1819149,24,Home,0.8767953253792014,0,Can Pay
C1235,1,7,145621,Salaried,9,27475,25746,346,0,2,6,1215543,36,Personal,0.4205443125190277,0,Can Pay
C1236,0,1,69672,Business,5,34077,26407,798,0,3,4,2844460,24,Auto,2.1902079266659014,0,Can Pay
C1237,0,8,76821,Self-employed,14,39970,31403,454,0,0,9,2911867,12,Home,3.6790146357549807,1,Can't Pay
C1238,1,4,98661,Business,9,7700,16637,529,0,5,0,1751214,180,Personal,0.1766550781632729,0,Can Pay
C1239,0,9,84224,Salaried,5,4718,13612,599,0,3,0,355524,48,Auto,0.1439583729103343,0,Can Pay
C1240,1,13,104405,Salaried,0,27111,35410,457,0,2,2,812980,60,Personal,0.3894513353447312,1,Can't Pay
C1241,1,5,69796,Business,19,38718,10160,546,0,0,2,212335,36,Personal,0.6392371259734719,1,Can't Pay
C1242,1,12,190778,Salaried,3,10233,65108,450,0,1,1,1194277,180,Auto,0.088416233644457,0,Can Pay
C1243,0,2,143554,Salaried,13,14171,12728,598,0,2,7,894304,12,Home,0.6178604102521235,1,Can't Pay
C1244,0,12,138777,Salaried,19,10726,74774,353,1,3,7,2234668,48,Home,0.4127599193910614,1,Can't Pay
C1245,1,2,19023,Business,19,26768,68594,522,0,0,5,1091655,24,Auto,3.798224517689113,1,Can't Pay
C1246,0,9,182807,Self-employed,7,17139,23464,766,0,2,4,581830,48,Auto,0.1600620235184283,0,Can Pay
C1247,1,7,87959,Salaried,10,145,36943,785,0,5,5,739547,48,Personal,0.1768122553310822,0,Can Pay
C1248,1,10,54218,Self-employed,14,44782,35838,743,1,2,0,2827022,60,Auto,1.6949912083317962,1,Can't Pay
C1249,1,9,158285,Salaried,18,19958,10919,437,0,3,1,611229,12,Personal,0.4478867233155384,0,Can Pay
C1250,0,9,43460,Self-employed,7,26203,42092,591,0,3,6,1690135,120,Personal,0.9270008820371224,1,Can't Pay
C1251,0,14,139579,Salaried,12,21307,12797,509,0,1,0,1209208,48,Auto,0.333136312291486,0,Can Pay
C1252,1,11,79680,Self-employed,17,34626,56887,510,0,1,7,1293393,24,Home,1.1109108308232931,1,Can't Pay
C1253,0,1,46017,Salaried,16,37490,79557,687,0,2,2,1538052,180,Personal,1.00038536482894,0,Can Pay
C1254,0,10,107038,Salaried,5,3598,8058,695,0,3,3,1594481,180,Home,0.1163720153382703,0,Can Pay
C1255,1,11,177062,Salaried,14,13583,79577,423,0,2,6,1361868,24,Home,0.3971913792908698,0,Can Pay
C1256,1,11,34515,Salaried,12,47637,71689,423,0,4,9,1129919,60,Personal,1.9257998937659957,1,Can't Pay
C1257,1,1,176063,Self-employed,17,17013,32258,367,0,5,6,1874211,48,Auto,0.3184034266143369,0,Can Pay
C1258,1,12,153706,Salaried,10,47984,24359,774,0,3,1,1701946,24,Auto,0.773544407288373,0,Can Pay
C1259,0,4,175449,Salaried,12,44126,17914,657,0,4,4,1011225,120,Home,0.2995336251560282,0,Can Pay
C1260,1,5,48001,Salaried,0,36286,12536,755,0,4,7,925047,24,Home,1.5589180433740963,1,Can't Pay
C1261,1,11,16391,Salaried,17,37120,60071,645,0,3,8,2614806,60,Personal,4.923439692514185,0,Can Pay
C1262,0,1,124388,Salaried,4,44874,38748,820,0,1,4,2762512,48,Auto,0.8234422398730854,0,Can Pay
C1263,1,14,57215,Salaried,5,40197,44448,797,0,2,1,2619014,60,Personal,1.4654764193538992,0,Can Pay
C1264,1,4,94720,Salaried,0,9096,51132,627,0,0,3,651725,180,Personal,0.1342556423611111,0,Can Pay
C1265,1,6,42114,Salaried,6,5555,7384,629,0,0,4,2800537,48,Auto,1.5172987802947555,0,Can Pay
C1266,1,9,157954,Salaried,3,32719,49312,726,0,5,5,1426260,24,Auto,0.583375539714094,0,Can Pay
C1267,1,9,128142,Business,8,7997,39134,742,0,3,5,1319877,120,Home,0.148241599163428,0,Can Pay
C1268,0,7,163345,Self-employed,14,10809,65120,394,0,1,0,2756151,12,Personal,1.472271878539288,1,Can't Pay
C1269,0,11,121206,Salaried,5,27365,65592,750,0,1,5,210404,24,Personal,0.2981026791852988,0,Can Pay
C1270,1,6,60647,Self-employed,16,49259,76723,616,0,1,9,2570377,12,Personal,4.3441074304307445,0,Can Pay
C1271,1,7,57679,Self-employed,19,25618,79031,786,0,0,0,2553880,48,Home,1.3665950056924243,0,Can Pay
C1272,1,13,15427,Salaried,17,25964,14885,304,0,4,4,2622124,48,Home,5.224060629632031,1,Can't Pay
C1273,1,11,144669,Self-employed,3,9868,23700,670,1,5,6,1567086,36,Home,0.3691057978327538,0,Can Pay
C1274,1,8,81267,Salaried,8,21882,20018,487,0,0,7,2891324,48,Home,1.0104706297349066,1,Can't Pay
C1275,1,14,15799,Self-employed,13,20639,62061,325,0,1,4,2873877,180,Home,2.316917737409541,1,Can't Pay
C1276,1,4,70659,Salaried,2,36963,36322,461,0,0,1,573882,48,Auto,0.6923233416832958,1,Can't Pay
C1277,1,12,22025,Salaried,0,41224,55073,429,0,0,2,2718702,36,Home,5.30049943246311,1,Can't Pay
C1278,1,4,29481,Salaried,10,36589,77650,832,0,5,6,2924024,12,Auto,9.506382641927567,0,Can Pay
C1279,1,10,40411,Business,0,49828,77110,709,0,2,9,2871420,48,Auto,2.713351562693326,1,Can't Pay
C1280,1,9,120928,Self-employed,11,29470,29996,372,1,3,3,2824435,60,Personal,0.632970996515833,1,Can't Pay
C1281,0,3,138014,Salaried,8,44446,74345,532,0,4,0,1192017,48,Auto,0.5019757959337459,1,Can't Pay
C1282,0,12,161033,Salaried,4,5178,51304,405,0,2,2,825229,48,Personal,0.1389173078395939,0,Can Pay
C1283,0,8,167839,Salaried,14,10898,34249,308,0,3,9,929252,24,Auto,0.2956215976819055,0,Can Pay
C1284,1,4,66690,Salaried,17,5566,75223,349,0,1,1,272369,48,Home,0.1685463212875493,0,Can Pay
C1285,0,13,67870,Salaried,8,20353,26123,821,1,5,8,745381,180,Home,0.360895912119575,0,Can Pay
C1286,0,1,182207,Salaried,12,38188,38095,741,0,5,0,1677148,48,Personal,0.4013489236600863,0,Can Pay
C1287,1,14,101928,Business,12,33375,65185,335,0,2,8,995426,60,Personal,0.4902032153415483,0,Can Pay
C1288,0,9,85765,Self-employed,12,5674,58884,501,0,3,9,1332464,36,Personal,0.4977192198319698,0,Can Pay
C1289,1,7,38772,Salaried,9,22272,10291,417,0,5,4,1036160,36,Auto,1.316780723775462,1,Can't Pay
C1290,0,14,145417,Salaried,9,21716,46193,468,1,2,5,1967954,36,Personal,0.5252576307370451,1,Can't Pay
C1291,0,6,33799,Business,6,23740,8122,811,0,5,5,2019150,24,Home,3.191551525193053,0,Can Pay
C1292,1,7,127051,Self-employed,4,23170,9876,529,0,0,5,2341452,48,Auto,0.5663099857537525,1,Can't Pay
C1293,0,11,144941,Self-employed,19,35162,79660,449,0,0,8,732566,12,Personal,0.6637815846907822,1,Can't Pay
C1294,0,2,38555,Business,6,11051,62147,507,1,2,8,2192478,12,Home,5.025483076125016,1,Can't Pay
C1295,1,14,107152,Self-employed,19,8070,6823,360,0,2,9,2316661,60,Personal,0.435652313224827,0,Can Pay
C1296,1,14,142219,Salaried,9,29472,57652,416,1,4,6,2662376,24,Personal,0.9872403359138604,1,Can't Pay
C1297,0,3,165405,Salaried,9,42807,63204,538,0,1,2,303244,120,Auto,0.2740789778624185,0,Can Pay
C1298,1,4,150333,Business,12,34789,55382,347,0,0,6,1305381,24,Home,0.593215561453573,1,Can't Pay
C1299,0,5,134833,Salaried,14,20982,15387,747,0,5,4,546342,48,Personal,0.2400311867272848,0,Can Pay
C1300,0,0,84002,Salaried,5,31518,56175,767,0,2,8,1975553,120,Home,0.5711880867915843,0,Can Pay
C1301,1,3,61553,Salaried,19,19399,23980,592,0,3,7,1064705,12,Auto,1.7566067724833343,1,Can't Pay
C1302,1,10,18088,Self-employed,11,27313,29224,724,0,5,9,1486137,24,Personal,4.9334019792127375,0,Can Pay
C1303,1,11,60783,Business,18,16110,12121,816,0,1,5,671289,60,Personal,0.4491083033084909,0,Can Pay
C1304,1,9,16115,Salaried,10,34816,72966,504,1,3,4,1476630,180,Auto,2.6695314923983866,1,Can't Pay
C1305,1,12,87908,Salaried,5,22353,78490,479,1,5,9,1914115,12,Auto,2.068783083830065,1,Can't Pay
C1306,1,4,84109,Business,0,28530,16881,828,1,1,1,1064445,180,Home,0.4095112691071507,1,Can't Pay
C1307,0,6,17978,Salaried,1,893,55809,389,0,3,2,1141800,24,Personal,2.695961731004561,1,Can't Pay
C1308,1,12,123943,Salaried,14,45811,28097,799,0,0,2,1973111,48,Home,0.7012697705127894,0,Can Pay
C1309,0,4,24422,Business,3,28724,7978,407,0,2,3,1938953,48,Home,2.830188115906423,1,Can't Pay
C1310,0,12,189698,Salaried,4,26885,9332,489,0,5,2,1402471,180,Personal,0.1827984773458632,0,Can Pay
C1311,0,12,104233,Salaried,14,44560,20089,479,1,2,6,549268,120,Home,0.4714172415006124,1,Can't Pay
C1312,0,0,71174,Self-employed,10,13613,61804,319,1,4,5,2633636,48,Home,0.9621549535879206,1,Can't Pay
C1313,1,10,52743,Salaried,9,14316,69752,658,0,5,7,1703415,48,Auto,0.9442734106895702,0,Can Pay
C1314,1,6,145288,Business,16,6087,28484,306,1,2,1,269539,12,Personal,0.1964964989079162,1,Can't Pay
C1315,1,7,144000,Salaried,1,35701,65408,621,0,5,1,2018164,12,Personal,1.4158425925925926,1,Can't Pay
C1316,0,12,137778,Salaried,19,18665,59018,567,0,0,0,1936714,24,Home,0.7211704094025655,1,Can't Pay
C1317,0,6,44430,Salaried,9,41032,23148,726,1,1,4,2290019,60,Home,1.7825564558481508,1,Can't Pay
C1318,0,10,43834,Salaried,19,34148,8830,595,0,1,6,1034721,180,Home,0.9101713281927272,1,Can't Pay
C1319,0,13,39435,Self-employed,2,29622,73494,812,0,2,8,666707,36,Personal,1.2207845540481523,0,Can Pay
C1320,1,12,102212,Self-employed,18,30298,30998,686,0,3,4,2150874,36,Personal,0.8809582045161037,0,Can Pay
C1321,1,14,70797,Business,4,16867,72076,563,0,2,0,1650766,48,Home,0.7240131408581343,1,Can't Pay
C1322,1,3,189626,Salaried,2,41989,35677,389,0,5,2,565007,24,Auto,0.3455800277036552,0,Can Pay
C1323,0,7,69555,Self-employed,7,44741,34101,787,0,1,7,377466,36,Home,0.7939927635204753,0,Can Pay
C1324,1,14,100350,Salaried,4,13164,12053,560,0,5,2,1110493,36,Home,0.4385752643525439,0,Can Pay
C1325,1,4,29716,Self-employed,11,20163,10670,787,0,4,6,879851,36,Auto,1.5009861877626718,0,Can Pay
C1326,1,9,75261,Self-employed,13,6101,15281,640,0,1,9,57555,36,Personal,0.1023073039157066,0,Can Pay
C1327,1,8,173600,Salaried,6,37722,58341,628,1,3,2,991455,180,Home,0.2490212173579109,0,Can Pay
C1328,0,11,16995,Salaried,10,38721,73069,700,0,3,1,1541902,180,Personal,2.782413781831257,0,Can Pay
C1329,0,11,37414,Salaried,7,39048,15756,656,0,4,9,1988764,120,Auto,1.4866369095347554,0,Can Pay
C1330,0,9,159916,Salaried,4,33546,70075,798,0,5,5,1638214,36,Home,0.4943341782213439,0,Can Pay
C1331,1,4,182731,Business,7,3475,59421,734,1,5,1,2275604,120,Personal,0.1227945267451426,0,Can Pay
C1332,0,0,30522,Salaried,11,4723,65108,418,0,5,9,1321806,120,Personal,0.5156297097175807,1,Can't Pay
C1333,0,11,144632,Salaried,14,14890,70323,346,1,3,4,2794914,24,Personal,0.9081306349908734,1,Can't Pay
C1334,0,8,89034,Salaried,18,23270,22048,467,0,2,4,2635748,36,Personal,1.0836896266844376,1,Can't Pay
C1335,0,11,57322,Self-employed,15,6713,57606,647,0,2,4,101369,36,Personal,0.1662329569023334,0,Can Pay
C1336,1,4,82638,Salaried,13,27853,14876,803,0,1,5,902195,120,Auto,0.4280269569286123,0,Can Pay
C1337,1,5,116334,Salaried,6,8601,63075,838,0,0,2,1155221,24,Personal,0.4876924057741789,0,Can Pay
C1338,0,3,154596,Salaried,7,17443,20171,595,0,2,9,721748,180,Home,0.1387662753959424,0,Can Pay
C1339,0,5,45846,Self-employed,6,17984,47204,812,0,2,4,885735,12,Personal,2.0022521048728352,0,Can Pay
C1340,0,11,88643,Salaried,17,12735,10166,473,0,5,7,764972,12,Home,0.8628167668813855,1,Can't Pay
C1341,0,7,129930,Self-employed,5,18617,48734,694,0,5,3,2094060,12,Home,1.486354190718079,0,Can Pay
C1342,0,2,193775,Salaried,18,26228,69441,829,0,4,4,454737,36,Personal,0.2005397153055519,0,Can Pay
C1343,0,4,39399,Salaried,3,42257,50078,602,0,2,0,1199957,24,Auto,2.341562180089173,0,Can Pay
C1344,0,1,138182,Salaried,2,13974,32778,501,0,1,0,344091,12,Home,0.3086382452128352,0,Can Pay
C1345,1,13,63591,Salaried,16,49503,25924,832,0,5,7,1492796,48,Auto,1.267520823177284,0,Can Pay
C1346,1,1,166786,Salaried,18,46492,50832,455,0,4,1,2995904,48,Personal,0.6529724717102554,1,Can't Pay
C1347,0,12,50877,Salaried,14,44182,71243,313,0,2,9,1613781,24,Personal,2.190044126029444,1,Can't Pay
C1348,0,6,99106,Self-employed,5,10623,30048,319,0,1,9,320146,36,Auto,0.1969199084257708,0,Can Pay
C1349,1,9,93018,Salaried,11,15395,37815,756,0,4,6,2134286,120,Auto,0.3567128584431687,0,Can Pay
C1350,1,12,114854,Salaried,18,6469,39682,472,0,0,6,941225,12,Auto,0.7392377859427331,1,Can't Pay
C1351,1,9,179486,Business,5,25040,22489,744,1,5,8,458691,36,Home,0.2104978475572839,0,Can Pay
C1352,1,13,135832,Salaried,10,43473,64234,421,0,1,0,1412499,120,Home,0.406706998350904,0,Can Pay
C1353,0,10,101576,Self-employed,19,3166,62701,796,0,2,1,1092337,180,Auto,0.0909126062149414,0,Can Pay
C1354,0,9,191540,Self-employed,19,21637,21951,483,0,4,0,578996,12,Personal,0.3648672165953151,0,Can Pay
C1355,1,5,107508,Salaried,9,2209,55018,348,0,0,0,1432343,60,Home,0.2425994654661358,0,Can Pay
C1356,0,3,61835,Self-employed,15,8747,16452,480,1,1,3,1973745,60,Auto,0.6734495027088219,1,Can't Pay
C1357,1,4,57464,Salaried,17,33067,33635,693,0,0,7,2301064,36,Personal,1.6877600662057015,0,Can Pay
C1358,1,0,127454,Salaried,13,20250,32933,692,0,1,9,1405172,48,Personal,0.3885669862590948,0,Can Pay
C1359,1,6,168995,Salaried,3,24931,39581,647,0,2,7,2689749,36,Personal,0.5896402260421906,0,Can Pay
C1360,0,7,131062,Salaried,11,46319,43281,775,0,1,8,186774,12,Auto,0.4721696601608399,0,Can Pay
C1361,1,8,82445,Salaried,19,33331,26187,440,0,2,1,1844220,36,Home,1.025645379748115,1,Can't Pay
C1362,0,7,125454,Salaried,7,12201,27953,829,0,1,6,1222648,36,Home,0.3679710845763742,0,Can Pay
C1363,1,4,136906,Salaried,6,41982,38818,770,0,4,3,976822,12,Auto,0.9012302845261224,0,Can Pay
C1364,1,2,113384,Salaried,8,31305,29702,562,0,1,2,1426483,48,Personal,0.5382011203814765,1,Can't Pay
C1365,0,9,192218,Salaried,16,17574,11278,442,0,1,3,2576779,60,Auto,0.3148524938698075,0,Can Pay
C1366,1,10,75032,Salaried,9,30859,49566,445,0,3,3,2239250,120,Personal,0.6599772985748303,1,Can't Pay
C1367,1,8,128521,Salaried,2,10096,64722,593,0,3,2,184800,12,Home,0.1983800312789349,0,Can Pay
C1368,0,14,131378,Salaried,7,10228,23036,837,0,1,8,1828898,36,Personal,0.4645429388651236,0,Can Pay
C1369,0,5,32140,Salaried,13,9218,29583,808,0,3,7,2512828,24,Personal,3.544466915577681,0,Can Pay
C1370,0,14,17670,Salaried,6,24831,75244,721,0,2,9,2552326,36,Personal,5.417597308683896,0,Can Pay
C1371,0,4,51519,Business,15,18802,14476,716,0,3,1,824664,120,Personal,0.4983443001611056,0,Can Pay
C1372,0,12,59512,Self-employed,17,47381,75854,406,0,1,2,2429395,36,Auto,1.9301013987841853,1,Can't Pay
C1373,1,2,118565,Salaried,10,18947,43627,617,0,5,9,2741497,24,Home,1.123232333881556,0,Can Pay
C1374,0,5,160763,Self-employed,5,19335,50441,358,0,0,6,2047741,120,Personal,0.2264172000605446,0,Can Pay
C1375,0,2,120156,Salaried,19,46861,29754,557,0,5,4,1182617,36,Auto,0.6633998487151888,1,Can't Pay
C1376,1,9,180334,Salaried,13,29907,69751,724,0,5,0,466863,24,Personal,0.2737122506016614,0,Can Pay
C1377,0,11,40595,Business,12,16653,24979,830,0,5,0,2121680,180,Auto,0.7005816260896935,0,Can Pay
C1378,1,5,179512,Salaried,3,39387,75446,465,0,5,7,1672358,36,Auto,0.4781930394006467,0,Can Pay
C1379,0,3,23630,Business,19,22031,66161,324,0,0,5,1645792,48,Home,2.383340386514318,1,Can't Pay
C1380,0,14,177322,Salaried,19,9119,41022,303,0,1,3,93891,120,Personal,0.0558386720203922,0,Can Pay
C1381,1,1,122461,Salaried,10,4555,68257,302,0,1,2,1414189,60,Home,0.2296634574817016,0,Can Pay
C1382,1,7,89191,Salaried,17,46095,9453,717,1,0,8,914895,48,Auto,0.7305144297070332,1,Can't Pay
C1383,1,3,115591,Salaried,0,1042,56575,661,0,4,8,80207,12,Personal,0.0668383928391195,0,Can Pay
C1384,1,8,78753,Salaried,11,38212,62260,668,0,3,3,2850474,12,Personal,3.501472959760263,0,Can Pay
C1385,1,6,75520,Salaried,17,4188,45705,838,0,4,7,2359624,36,Auto,0.923372763653484,0,Can Pay
C1386,0,11,19008,Self-employed,6,13060,60833,645,0,2,3,1324886,180,Home,1.0743096473999252,0,Can Pay
C1387,0,1,190536,Salaried,11,10233,59029,343,0,5,7,2996436,12,Personal,1.364235630012176,1,Can't Pay
C1388,1,3,122408,Salaried,0,3088,9177,452,0,5,6,1439683,180,Auto,0.0905679276590491,1,Can't Pay
C1389,1,4,15496,Salaried,3,1646,73965,501,0,0,5,1386033,12,Auto,7.55993482188952,1,Can't Pay
C1390,1,2,114767,Business,17,13127,37952,620,0,0,6,2777798,180,Personal,0.2488451480923184,0,Can Pay
C1391,0,8,38212,Salaried,14,32615,75514,763,1,4,5,2426706,36,Personal,2.617593949544646,1,Can't Pay
C1392,0,12,35637,Salaried,2,487,56084,310,0,2,5,1677965,36,Home,1.3215797875491453,1,Can't Pay
C1393,1,4,60227,Business,6,15453,76710,526,1,4,6,1906031,60,Personal,0.7840367830596465,1,Can't Pay
C1394,0,1,134753,Salaried,5,34515,26796,632,1,2,3,426577,24,Personal,0.3880361970914686,0,Can Pay
C1395,1,10,135118,Salaried,14,16911,55348,768,0,1,4,1722271,36,Auto,0.4792245378936271,0,Can Pay
C1396,1,2,24884,Self-employed,14,17551,58333,314,0,5,8,789963,180,Auto,0.8816783207415743,1,Can't Pay
C1397,0,13,131481,Self-employed,5,16278,22722,356,0,1,1,712324,60,Personal,0.2140998826192884,0,Can Pay
C1398,1,14,83259,Salaried,7,20856,77082,629,1,0,8,1107163,48,Home,0.5275333097122633,1,Can't Pay
C1399,1,8,64810,Salaried,7,11931,30258,363,0,1,4,1044171,12,Personal,1.5266972689399785,1,Can't Pay
C1400,0,6,144926,Self-employed,0,22188,16706,529,0,4,9,488660,180,Personal,0.1718309880751402,1,Can't Pay
C1401,1,1,19761,Salaried,12,483,33943,310,0,2,0,2355283,180,Personal,0.6866001495650804,1,Can't Pay
C1402,1,8,31375,Business,12,451,69324,523,0,0,6,997511,24,Personal,1.3390903054448873,1,Can't Pay
C1403,1,13,171290,Salaried,10,4069,27315,841,0,1,4,2728095,180,Home,0.1122370443886586,0,Can Pay
C1404,0,3,176637,Salaried,3,13386,15352,805,0,0,2,1009998,180,Auto,0.107548814800976,0,Can Pay
C1405,1,12,117654,Salaried,6,7207,39497,821,1,0,2,2080015,180,Personal,0.1594730216472784,0,Can Pay
C1406,0,8,47975,Self-employed,11,37165,49974,353,0,2,0,2319228,120,Home,1.1775278791036998,1,Can't Pay
C1407,0,14,173145,Business,12,38439,32228,456,1,4,6,625419,48,Personal,0.2972569955817378,1,Can't Pay
C1408,1,12,147955,Self-employed,11,18157,13882,704,0,5,1,1735907,36,Home,0.4486272102253313,0,Can Pay
C1409,0,1,195701,Business,15,22006,21268,698,1,4,7,343172,48,Personal,0.1489793954382791,0,Can Pay
C1410,0,14,89489,Salaried,5,9190,75846,702,0,3,3,936600,120,Personal,0.189911609248064,0,Can Pay
C1411,1,11,23381,Salaried,13,40180,29463,388,0,4,3,1502258,60,Personal,2.7893431988936883,1,Can't Pay
C1412,1,9,169310,Self-employed,18,18449,54314,485,0,1,4,2823340,36,Personal,0.5721759560044363,1,Can't Pay
C1413,1,11,159867,Business,15,41357,14827,378,0,3,8,1059776,180,Personal,0.2955246826702474,0,Can Pay
C1414,1,3,77999,Self-employed,3,29678,38062,444,1,3,6,2632803,180,Personal,0.5680160429407215,1,Can't Pay
C1415,0,4,64907,Self-employed,4,14929,12240,313,0,3,2,1298617,36,Auto,0.7857657023810135,1,Can't Pay
C1416,0,1,155710,Salaried,8,39100,6585,301,0,3,3,2011395,24,Auto,0.7893399588979513,1,Can't Pay
C1417,0,9,85467,Salaried,2,48747,57532,815,0,4,8,1336947,60,Personal,0.8310745667918612,0,Can Pay
C1418,1,0,57623,Business,9,7913,15541,365,0,3,0,1313637,12,Personal,2.037081547298821,1,Can't Pay
C1419,1,6,184564,Salaried,16,9995,10427,545,0,1,7,2028752,48,Home,0.2831574232605853,0,Can Pay
C1420,1,9,172483,Salaried,18,26727,14033,729,0,1,7,2742116,120,Auto,0.287436829523296,0,Can Pay
C1421,1,0,125724,Self-employed,9,1946,36070,531,0,0,6,850431,24,Personal,0.2973229057300118,0,Can Pay
C1422,0,10,166606,Salaried,11,36183,54104,735,0,1,5,1746234,120,Home,0.3045205454785541,0,Can Pay
C1423,0,10,175253,Self-employed,6,1394,17199,652,1,5,6,1177890,24,Personal,0.2879993495118486,0,Can Pay
C1424,0,7,118069,Salaried,17,47852,17776,682,0,0,9,198935,180,Home,0.4146490140887485,0,Can Pay
C1425,1,2,34996,Self-employed,18,2421,27727,359,0,1,3,65108,36,Personal,0.120858256816652,0,Can Pay
C1426,0,13,120682,Self-employed,14,20303,7931,769,0,3,3,1244998,48,Personal,0.3831595294520585,0,Can Pay
C1427,1,9,98609,Salaried,6,40113,61193,710,0,2,4,1519303,24,Personal,1.0487611847464902,0,Can Pay
C1428,0,5,175477,Salaried,11,19467,10699,382,0,3,3,2116087,36,Personal,0.4459113983282392,0,Can Pay
C1429,0,6,116490,Salaried,6,40798,62789,373,0,4,3,1332268,36,Personal,0.6679152240058756,1,Can't Pay
C1430,0,9,86325,Salaried,9,24504,32321,610,1,0,8,2404769,60,Home,0.7481434501399749,1,Can't Pay
C1431,1,0,43930,Salaried,19,10980,66032,753,0,2,5,1660318,36,Home,1.2997938639755169,0,Can Pay
C1432,1,13,129426,Salaried,9,1844,12636,325,0,1,2,2660673,12,Home,1.727371239163692,1,Can't Pay
C1433,0,5,32529,Salaried,4,34572,72396,725,0,3,2,2905724,180,Personal,1.5590676353749304,0,Can Pay
C1434,0,6,68546,Salaried,17,41849,19989,676,0,0,9,2478062,60,Personal,1.2130544938192356,0,Can Pay
C1435,1,5,22942,Salaried,8,18887,56086,542,1,0,7,992222,60,Auto,1.5440691017929271,1,Can't Pay
C1436,0,3,22548,Self-employed,15,18277,41062,622,1,1,2,2020100,12,Personal,8.276506415942286,1,Can't Pay
C1437,1,0,130248,Salaried,6,37112,67125,479,0,0,3,2163986,12,Auto,1.669462614908994,1,Can't Pay
C1438,1,10,164368,Business,9,22975,35398,565,0,1,5,968763,120,Auto,0.1888933673221065,0,Can Pay
C1439,0,8,197088,Self-employed,4,19449,75283,849,0,1,8,1234425,180,Personal,0.1334780233533582,0,Can Pay
C1440,0,3,112780,Self-employed,6,44601,75774,679,0,3,5,1401063,24,Auto,0.913092968611456,0,Can Pay
C1441,1,6,15296,Self-employed,4,19459,7834,376,0,0,2,2242677,180,Home,2.0867100331241284,1,Can't Pay
C1442,0,6,82945,Salaried,14,1259,53203,823,0,4,5,1614466,120,Home,0.177381196375108,0,Can Pay
C1443,0,1,74980,Self-employed,18,18604,50676,348,0,4,3,1772316,180,Auto,0.3794371832488664,0,Can Pay
C1444,1,0,71782,Salaried,9,13859,31230,553,0,3,4,2437546,24,Personal,1.6079715899064762,1,Can't Pay
C1445,1,7,180301,Business,7,43798,77652,679,0,3,4,356592,120,Home,0.2593973411129167,0,Can Pay
C1446,1,7,111382,Business,8,25362,73464,548,0,1,2,1211362,12,Home,1.1340147719858984,1,Can't Pay
C1447,1,6,68444,Salaried,10,27943,27134,371,0,4,4,808552,24,Home,0.9004831200202599,1,Can't Pay
C1448,0,13,50036,Salaried,1,21319,13190,746,0,0,4,2077077,12,Home,3.885377528179711,1,Can't Pay
C1449,0,14,54322,Salaried,2,35215,9350,805,0,4,6,1318704,12,Personal,2.671238172379515,0,Can Pay
C1450,1,14,173239,Self-employed,12,35897,39055,552,0,3,8,61224,120,Personal,0.2101559117750621,0,Can Pay
C1451,1,14,66667,Salaried,10,7697,48686,598,0,3,4,1451904,36,Auto,0.7204113979430102,1,Can't Pay
C1452,0,14,109527,Salaried,9,23075,33700,359,0,1,8,1624442,24,Personal,0.8286548826621137,1,Can't Pay
C1453,1,7,98337,Salaried,14,31360,77146,656,0,0,4,1017891,60,Personal,0.4914208283758911,0,Can Pay
